Principal Component 1,Principal Component 2
-2.5938509741675837,0.4518198208053705
-3.3789641156519625,0.4973925091168125
-3.044022587941086,0.2912536103751728
-3.57775161878342,0.5273571009768038
-3.57781583522869,0.5276638330743771
-3.576397524398618,0.5279408624829172
-3.2579085356821924,0.470185468015294
-3.578305306336645,0.5277938940415366
-3.2307398390947784,0.4696806575997437
-3.5698785400973247,0.5274644663730811
-3.57485496609052,0.5249913147632391
-3.5779829006840878,0.5276884509935406
-3.2448524976445468,0.4858013156862868
-3.451684954705485,0.5086294074915337
-3.5779709642374184,0.5278111397192411
-3.578256611526665,0.5278010104131766
-3.578156600769544,0.5276141165880442
-3.57833330743339,0.5278447197461431
-3.3558023439089912,0.4258349053926897
1.6288154354805155,0.1364518393787252
-3.54876624419474,0.5220577306083201
1.2313265330116077,0.1142332156924054
-2.4856553114627595,0.3088780180100064
2.8448552330384618,-0.3582952999793177
-3.575245694426138,0.5267048329996438
-3.578292936031374,0.5278395501737385
-3.5780941857551403,0.5278646448791915
-3.477107985388746,0.5036059967024784
-3.5779037838885785,0.5277311436688616
-3.571465599479225,0.5282071732327721
-3.5738290019516032,0.5279393617260775
-3.5423008127757365,0.523381697183857
-0.9649087870402738,-0.0490853559357953
-3.5783502188594114,0.5278297767254999
0.9880212206238284,0.4092812625742471
4.599752297782627,0.2837570818165338
1.2163073085039264,-0.0828064186484992
-3.5781893207183595,0.5277078092473838
0.09096798444088,-0.0550269386504257
-3.5781620214864382,0.5278485521654039
-3.578121886662694,0.5274921069564678
-1.2941426688122597,0.2466326675127416
47.19326032178832,-8.836517647241365
1.0387530647418697,-0.1477759955180487
-3.57833966024754,0.5278254926917981
-0.4386133435065363,0.1054589419496511
-0.0267302466913393,-0.1937100590012364
-0.8146173905162143,-0.0828042474469225
-3.5782152464670567,0.5279161460947568
-3.5401239149177037,0.517835935789003
-3.5772174142821678,0.5272469012452055
-3.578334544904741,0.5278455112536691
-2.5295312969088752,0.2914353115246198
45.23803375453211,-7.697565240635768
-1.5552525904045065,0.3084971095509197
3.9990518451441552,-0.7407916257329755
-3.5782878544609757,0.5278403682459528
-3.5621712121975757,0.5244528723062468
-3.576988171710506,0.526863895146678
-3.556924690868344,0.5231521760715463
18.42738491024207,-2.6157040086092644
6.3701899312048935,-0.7932627651294306
-3.5783502188594114,0.5278297767254999
-3.43710181867071,0.4938158660779845
-3.398320768242887,0.4917668802259674
-3.2697344432067887,0.4246321958313376
-3.5766164317977327,0.5293061551812298
-3.578099376894922,0.5277715031698039
-3.574119175094614,0.5268051107407075
-3.575501540187061,0.5271216839790015
-2.3038344036738083,0.3107344508373972
-2.1915876849980997,0.2538016023204202
-3.576256805358932,0.5278560026779956
0.974657958586528,-0.0688134465556629
1.4727340558026805,-0.2475966445096742
-3.3446491630751805,0.4709319758665038
-1.8675326460560733,0.2493196145287362
-3.5781779493000223,0.5278262252447795
-3.2510686491950573,0.5010572278240378
-3.155372547183923,0.3902106491302589
-1.4730438147474954,0.1353467267812291
-1.8457479259841287,0.5117347406915536
9.780777943904797,-0.9182663082249428
-3.29883833509297,0.5447618161883272
-3.4942048739382017,0.5175456905768091
-3.5769010888327024,0.5266903939842063
-3.1418397861187723,0.4173768571771625
-3.57833586171062,0.527840506574847
-3.578300996534421,0.5278412087118312
-3.5281351010180204,0.5085932900382931
-3.5780638511768736,0.527602459340562
-0.1104800517869992,0.0542992538647668
-1.408714047923883,0.1359249960066324
-2.489065488570993,0.1655032978488078
-3.578340279922601,0.5278208702688908
-3.5237710013823924,0.4962624380781648
-3.577933505469507,0.5275197294687917
-3.202022767497964,0.4692655834835321
-2.454110921249347,0.3139105660778241
-2.8897054791210937,0.1334002049683597
